5/14/2023,0,0,0
5/15/2023,0,0,0
5/16/2023,9,12:55,3.92
5/17/2023,7:55|3,9:30|4,2.58
5/18/2023,9:20,320,6
5/19/2023,9:20|,10:50,1.5
5/20/2023,3:45,4,0.25
5/21/2023,0,0,0
5/22/2023,11:50|8:55,3:20| 10:20,4.92
5/23/2023,8:55,20:20,11.42
5/24/2023,10:50,7:25,8.42
5/25/2023,0,0,0
5/26/2023,12:10,5:10,5
5/27/2023,0,0,0
